Case Number,Day of the Week,Time of the Day,Nature of the Call
B17-38830,Thursday,DAY,FOLLOW UP
B17-38829,Thursday,DAY,ACCIDENT PD IP
B17-38828,Thursday,DAY,FOLLOW UP
B17-38832,Thursday,DAY,FOLLOW UP
B17-38827,Thursday,DAY,VANDALISM NP
B17-38826,Thursday,DAY,FOLLOW UP
B17-38825,Thursday,DAY,DISTURBANCE IP
B17-38824,Thursday,DAY,WARRANT SERVICE
B17-38823,Thursday,DAY,FOLLOW UP
B17-38822,Thursday,DAY,SUSP ACT IP
B17-38817,Thursday,DAY,WELFARE CHK IP
B17-38821,Thursday,DAY,WARRANT SERVICE
B17-38818,Thursday,DAY,MENTAL HLTH NP
B17-38814,Thursday,DAY,EXTRA PATROL
B17-38815,Thursday,DAY,ACCIDENT PD IP
B17-38813,Thursday,DAY,TRAFFIC HAZARD
B17-38820,Thursday,DAY,VEH THEFT NP
B17-38811,Thursday,DAY,SUSP ACT IP
B17-38812,Thursday,DAY,SUSP ACT IP
B17-38816,Thursday,DAY,WELFARE CHK IP
B17-38810,Thursday,DAY,WELFARE CHK IP
B17-38809,Thursday,DAY,ACCIDENT PD IP
B17-38808,Thursday,DAY,WELFARE CHK IP
B17-38807,Thursday,DAY,FOLLOW UP
B17-38806,Thursday,DAY,ACCIDENT PD IP
B17-38805,Thursday,DAY,FOLLOW UP
B17-38819,Thursday,DAY,CIVIL NP
B17-38804,Thursday,MORNING,HARASSMENT NP
B17-38803,Thursday,MORNING,SUSP ACT IP
B17-38800,Thursday,MORNING,MISSING PERSON
B17-38801,Thursday,MORNING,TOW IN
B17-38798,Thursday,MORNING,ACCIDENT PD IP
B17-38797,Thursday,MORNING,SUSP ACT IP
B17-38796,Thursday,MORNING,VEH THEFT NP
B17-38795,Thursday,MORNING,ABANDONED VEH
B17-38802,Thursday,MORNING,FRAUD
B17-38792,Thursday,MORNING,PROPERTY
B17-38799,Thursday,MORNING,SERVICE IP
B17-38791,Thursday,MORNING,TRAFFIC STOP
B17-38794,Thursday,MORNING,THEFT NP
B17-38793,Thursday,MORNING,ANIMAL
B17-38790,Thursday,MORNING,WELFARE CHK IP
B17-38789,Thursday,MORNING,SUSP ACT IP
B17-38786,Thursday,MORNING,WELFARE CHK IP
B17-38788,Thursday,MORNING,TOW IN
B17-38785,Thursday,MORNING,WELFARE CHK IP
B17-38787,Thursday,MORNING,PANHANDLING
B17-38783,Thursday,MORNING,SERVICE IP
B17-38781,Thursday,MORNING,FOLLOW UP
B17-38780,Thursday,MORNING,THEFT NP
B17-38782,Thursday,MORNING,ABANDONED VEH
B17-38784,Thursday,MORNING,THEFT NP
B17-38779,Thursday,MORNING,TRAFFIC STOP
B17-40770,Thursday,MORNING,THEFT NP
B17-38777,Thursday,MORNING,TRESPASS IP
B17-38776,Thursday,MORNING,TRAFFIC STOP
B17-38775,Thursday,MORNING,ACCIDENT PD IP
B17-38778,Thursday,MORNING,ANIMAL
B17-38774,Thursday,MORNING,WELFARE CHK IP
B17-38773,Thursday,MORNING,ALARM
B17-38772,Thursday,MORNING,JUVENILE
B17-38771,Thursday,MORNING,TRAFFIC STOP
B17-38770,Thursday,MORNING,TRAFFIC STOP
B17-38769,Thursday,MORNING,ATL
B17-38768,Thursday,MORNING,FOLLOW UP
B17-38767,Thursday,MORNING,ACCIDENT PD IP
B17-38766,Thursday,MORNING,TRAFFIC STOP
B17-38765,Thursday,MORNING,TRAFFIC STOP
B17-38764,Thursday,MORNING,TRAFFIC HAZARD
B17-38763,Thursday,MORNING,TRAFFIC STOP
B17-38761,Thursday,MORNING,TRAFFIC STOP
B17-38762,Thursday,MORNING,THEFT NP
B17-38760,Thursday,MORNING,ALARM
B17-38759,Thursday,MORNING,ALARM
B17-38758,Thursday,MORNING,TRAFFIC STOP
B17-38757,Thursday,NIGHT,ALARM
B17-38756,Thursday,NIGHT,DISTURBANCE IP
B17-38755,Thursday,NIGHT,DRUGS IP
B17-38754,Thursday,NIGHT,THEFT NP
B17-38752,Thursday,NIGHT,THEFT NP
B17-38751,Thursday,NIGHT,DOMESTIC IP
B17-38753,Thursday,NIGHT,JUVENILE
B17-38750,Thursday,NIGHT,FOLLOW UP
B17-38749,Thursday,NIGHT,TRAFFIC STOP
B17-38748,Thursday,NIGHT,DOMESTIC IP
B17-38747,Thursday,NIGHT,FIGHT IP
B17-38746,Thursday,NIGHT,ALARM
B17-38745,Thursday,NIGHT,SUSP ACT IP
B17-38744,Thursday,NIGHT,DISTURBANCE IP
B17-38743,Thursday,NIGHT,TRAFFIC STOP
B17-38742,Thursday,NIGHT,TRAFFIC STOP
B17-38741,Thursday,NIGHT,TRAFFIC STOP
B17-38740,Thursday,NIGHT,TRAFFIC STOP
B17-38739,Thursday,NIGHT,TRAFFIC STOP
B17-38738,Thursday,NIGHT,DRUNK
B17-38737,Thursday,NIGHT,TRAFFIC STOP
B17-38735,Thursday,NIGHT,TRAFFIC STOP
B17-38736,Thursday,NIGHT,ANIMAL
B17-38734,Thursday,NIGHT,SUSP ACT IP
B17-38733,Thursday,NIGHT,TRAFFIC STOP
B17-38731,Thursday,NIGHT,TRAFFIC STOP
B17-38730,Wednesday,NIGHT,TRAFFIC STOP
B17-38727,Wednesday,NIGHT,TRAFFIC STOP
B17-38729,Wednesday,NIGHT,NOISE
B17-38732,Wednesday,NIGHT,MISSING PERSON
B17-38726,Wednesday,NIGHT,SUSP ACT IP
B17-38725,Wednesday,NIGHT,SUSP ACT IP
B17-38724,Wednesday,NIGHT,JUVENILE
B17-38728,Wednesday,NIGHT,ANIMAL
B17-38722,Wednesday,NIGHT,TRAFFIC STOP
B17-38721,Wednesday,NIGHT,TRAFFIC STOP
B17-38723,Wednesday,NIGHT,NOISE
B17-38720,Wednesday,NIGHT,SUSP ACT IP
B17-38719,Wednesday,NIGHT,TRAFFIC STOP
B17-38718,Wednesday,NIGHT,TRAFFIC STOP
B17-38717,Wednesday,NIGHT,TRAFFIC STOP
B17-38716,Wednesday,NIGHT,TRAFFIC STOP
B17-38715,Wednesday,NIGHT,TRAFFIC STOP
B17-38714,Wednesday,NIGHT,TRAFFIC STOP
B17-38713,Wednesday,NIGHT,TRAFFIC STOP
B17-38712,Wednesday,NIGHT,TRAFFIC STOP
B17-38710,Wednesday,NIGHT,TRAFFIC STOP
B17-38711,Wednesday,NIGHT,DOMESTIC IP
B17-38709,Wednesday,NIGHT,TRAFFIC STOP
B17-38708,Wednesday,NIGHT,TRAFFIC STOP
B17-38706,Wednesday,NIGHT,TRAFFIC STOP
B17-38705,Wednesday,NIGHT,WELFARE CHK IP
B17-38707,Wednesday,NIGHT,FOLLOW UP
B17-38703,Wednesday,NIGHT,TRAFFIC STOP
B17-38704,Wednesday,NIGHT,DISTURBANCE IP
B17-38702,Wednesday,NIGHT,TRAFFIC STOP
B17-38701,Wednesday,NIGHT,TRAFFIC STOP
B17-38700,Wednesday,NIGHT,ALARM
B17-38699,Wednesday,NIGHT,TRAFFIC STOP
B17-38698,Wednesday,NIGHT,HARASSMENT IP
B17-38697,Wednesday,NIGHT,MOTORIST ASSIST
B17-38696,Wednesday,NIGHT,TRAFFIC STOP
B17-38695,Wednesday,NIGHT,TRAFFIC STOP
B17-38694,Wednesday,NIGHT,HARASSMENT IP
B17-38693,Wednesday,NIGHT,DOMESTIC IP
B17-38692,Wednesday,NIGHT,ROV IP
B17-38691,Wednesday,NIGHT,WELFARE CHK IP
B17-38689,Wednesday,NIGHT,THEFT NP
B17-38690,Wednesday,NIGHT,VANDALISM NP
B17-38687,Wednesday,NIGHT,VANDALISM IP
B17-38686,Wednesday,DAY,SEX ASSAULT NP
B17-38685,Wednesday,DAY,FOLLOW UP
B17-38684,Wednesday,DAY,TRAFFIC HAZARD
B17-38683,Wednesday,DAY,RECOVERED VT
B17-38681,Wednesday,DAY,ALARM
B17-38682,Wednesday,DAY,HARASSMENT NP
B17-38680,Wednesday,DAY,WELFARE CHK IP
B17-38688,Wednesday,DAY,ANIMAL
B17-38679,Wednesday,DAY,COMM ENGAGEMENT
B17-38677,Wednesday,DAY,WELFARE CHK IP
B17-38675,Wednesday,DAY,ALARM
B17-38676,Wednesday,DAY,DISTURBANCE IP
B17-38673,Wednesday,DAY,TRAFFIC STOP
B17-38674,Wednesday,DAY,MISSING PERSON
B17-38678,Wednesday,DAY,VEH THEFT NP
B17-38671,Wednesday,DAY,SUSP ACT IP
B17-38670,Wednesday,DAY,ALARM
B17-38668,Wednesday,DAY,DRUGS IP
B17-38667,Wednesday,DAY,TRAFFIC STOP
B17-38669,Wednesday,DAY,PROPERTY
B17-38666,Wednesday,DAY,FOLLOW UP
B17-38664,Wednesday,DAY,FOLLOW UP
B17-38663,Wednesday,DAY,HARASSMENT NP
B17-38662,Wednesday,DAY,TRAFFIC STOP
B17-38661,Wednesday,DAY,ATL
B17-38665,Wednesday,DAY,THEFT NP
B17-38660,Wednesday,DAY,ACCIDENT PD IP
B17-38659,Wednesday,DAY,SERVICE IP
B17-38655,Wednesday,DAY,SUSP ACT IP
B17-38657,Wednesday,DAY,VANDALISM NP
B17-38672,Wednesday,DAY,FOLLOW UP
B17-38654,Wednesday,DAY,SEX ASSAULT NP
B17-38656,Wednesday,DAY,ACCIDENT LSA NP
B17-38653,Wednesday,DAY,PANHANDLING
B17-38652,Wednesday,DAY,TRESPASS IP
B17-38658,Wednesday,DAY,BURGLARY NP
B17-38651,Wednesday,DAY,SERVICE NP
B17-38648,Wednesday,DAY,WELFARE CHK IP
B17-38645,Wednesday,DAY,DRUGS NP
B17-38644,Wednesday,DAY,WELFARE CHK IP
B17-38646,Wednesday,DAY,SEX ASSAULT NP
B17-38647,Wednesday,DAY,THEFT NP
B17-38643,Wednesday,DAY,WELFARE CHK IP
B17-38641,Wednesday,DAY,WELFARE CHK IP
B17-38642,Wednesday,DAY,THEFT NP
B17-38649,Wednesday,DAY,BURGLARY NP
B17-38640,Wednesday,DAY,TOW IN
B17-38639,Wednesday,DAY,NOISE
B17-38638,Wednesday,DAY,SERVICE IP
B17-38637,Wednesday,DAY,MOTORIST ASSIST
B17-38650,Wednesday,DAY,PROPERTY
B17-38636,Wednesday,DAY,WELFARE CHK IP
B17-38635,Wednesday,DAY,THEFT NP
B17-38634,Wednesday,MORNING,WELFARE CHK IP
B17-38632,Wednesday,MORNING,ATL
B17-38631,Wednesday,MORNING,WELFARE CHK IP
B17-38633,Wednesday,MORNING,DRUGS NP
B17-38629,Wednesday,MORNING,THEFT IP
B17-38630,Wednesday,MORNING,JUVENILE
B17-38627,Wednesday,MORNING,HARASSMENT NP
B17-38628,Wednesday,MORNING,TRAFFIC HAZARD
B17-38626,Wednesday,MORNING,SUSP ACT NP
B17-38625,Wednesday,MORNING,THEFT NP
B17-38623,Wednesday,MORNING,VANDALISM NP
B17-38621,Wednesday,MORNING,EXTRA PATROL
B17-38622,Wednesday,MORNING,BURGLARY NP
B17-38620,Wednesday,MORNING,DISTURBANCE IP
B17-38619,Wednesday,MORNING,DISTURBANCE IP
B17-38618,Wednesday,MORNING,SERIAL MOTOR CH
B17-38617,Wednesday,MORNING,TRAFFIC STOP
B17-38616,Wednesday,MORNING,COMM ENGAGEMENT
B17-38615,Wednesday,MORNING,MENTAL HLTH IP
B17-38624,Wednesday,MORNING,INFORMATION
B17-38614,Wednesday,MORNING,TRAFFIC STOP
B17-38612,Wednesday,MORNING,TRAFFIC STOP
B17-38613,Wednesday,MORNING,THEFT NP
B17-38611,Wednesday,MORNING,ABANDONED VEH
B17-38610,Wednesday,MORNING,TRAFFIC HAZARD
B17-38608,Wednesday,MORNING,TRAFFIC STOP
B17-38607,Wednesday,MORNING,THEFT NP
B17-38606,Wednesday,MORNING,TRAFFIC STOP
B17-38605,Wednesday,MORNING,WELFARE CHK IP
B17-38604,Wednesday,MORNING,THEFT NP
B17-38602,Wednesday,MORNING,ACCIDENT PD IP
B17-38601,Wednesday,MORNING,SUSP ACT IP
B17-38609,Wednesday,MORNING,THEFT NP
B17-38599,Wednesday,MORNING,THEFT IP
B17-38600,Wednesday,MORNING,TRESPASS IP
B17-38603,Wednesday,MORNING,SUSP ACT IP
B17-38598,Wednesday,MORNING,TRAFFIC STOP
B17-38597,Wednesday,MORNING,PARKING
B17-38596,Wednesday,MORNING,TRAFFIC STOP
B17-38594,Wednesday,MORNING,THEFT NP
B17-38595,Wednesday,MORNING,THEFT NP
B17-38593,Wednesday,MORNING,TRAFFIC STOP
B17-38592,Wednesday,MORNING,ALARM
B17-38591,Wednesday,MORNING,ALARM
B17-38590,Wednesday,NIGHT,PROWLER IP
B17-38589,Wednesday,NIGHT,ACCIDENT LSA IP
B17-38588,Wednesday,NIGHT,FOLLOW UP
B17-38587,Wednesday,NIGHT,FOLLOW UP
B17-38586,Wednesday,NIGHT,DISTURBANCE IP
B17-38585,Wednesday,NIGHT,NOISE
B17-38583,Wednesday,NIGHT,WELFARE CHK IP
B17-38584,Wednesday,NIGHT,HARASSMENT NP
B17-38582,Wednesday,NIGHT,RUNAWAY
B17-38580,Wednesday,NIGHT,WELFARE CHK IP
B17-38581,Wednesday,NIGHT,NOISE
B17-38578,Wednesday,NIGHT,TRAFFIC STOP
B17-38577,Wednesday,NIGHT,ALARM
B17-38576,Wednesday,NIGHT,FIGHT IP
B17-38579,Wednesday,NIGHT,NOISE
B17-38575,Wednesday,NIGHT,SUSP ACT IP
B17-38574,Wednesday,NIGHT,WELFARE CHK IP
B17-38572,Wednesday,NIGHT,DISTURBANCE IP
B17-38573,Wednesday,NIGHT,DISTURBANCE IP
B17-38570,Wednesday,NIGHT,THEFT IP
B17-38571,Wednesday,NIGHT,CIVIL NP
B17-38569,Wednesday,NIGHT,DISTURBANCE IP
B17-38568,Wednesday,NIGHT,WEAPONS IP
B17-38566,Wednesday,NIGHT,DISTURBANCE IP
B17-38565,Tuesday,NIGHT,TRAFFIC STOP
B17-38563,Tuesday,NIGHT,TRAFFIC STOP
B17-38564,Tuesday,NIGHT,SUSP ACT IP
B17-38561,Tuesday,NIGHT,TRAFFIC STOP
B17-38567,Tuesday,NIGHT,NOISE
B17-38560,Tuesday,NIGHT,TRAFFIC STOP
B17-38559,Tuesday,NIGHT,TRAFFIC STOP
B17-38562,Tuesday,NIGHT,NOISE
B17-38558,Tuesday,NIGHT,THEFT NP
B17-38557,Tuesday,NIGHT,SERVICE IP
B17-38556,Tuesday,NIGHT,ACCIDENT PD IP
B17-38553,Tuesday,NIGHT,TRAFFIC STOP
B17-38552,Tuesday,NIGHT,TRAFFIC STOP
B17-38554,Tuesday,NIGHT,ACCIDENT PD IP
B17-38555,Tuesday,NIGHT,ACCIDENT PD NP
B17-38551,Tuesday,NIGHT,ATL
B17-38550,Tuesday,NIGHT,FRAUD
B17-38549,Tuesday,NIGHT,WARRANT SERVICE
B17-38548,Tuesday,NIGHT,DOMESTIC IP
B17-38547,Tuesday,NIGHT,ATL
B17-38546,Tuesday,NIGHT,WEAPONS IP
B17-38544,Tuesday,NIGHT,ASSAULT IP
B17-38545,Tuesday,NIGHT,HARASSMENT NP
B17-38543,Tuesday,NIGHT,TRAFFIC STOP
B17-38542,Tuesday,NIGHT,TRAFFIC STOP
B17-38541,Tuesday,NIGHT,CIVIL IP
B17-38538,Tuesday,NIGHT,THEFT IP
B17-38540,Tuesday,DAY,SUSP ACT IP
B17-38539,Tuesday,DAY,WELFARE CHK IP
B17-38537,Tuesday,DAY,WEAPONS NP
B17-38532,Tuesday,DAY,COMM ENGAGEMENT
B17-38533,Tuesday,DAY,WELFARE CHK IP
B17-38531,Tuesday,DAY,HARASSMENT IP
B17-38534,Tuesday,DAY,TRESPASS NP
B17-38536,Tuesday,DAY,TRESPASS IP
B17-38529,Tuesday,DAY,DISTURBANCE IP
B17-38535,Tuesday,DAY,CIVIL NP
B17-38528,Tuesday,DAY,DRUGS IP
B17-38527,Tuesday,DAY,WELFARE CHK IP
B17-38524,Tuesday,DAY,WELFARE CHK IP
B17-38522,Tuesday,DAY,ACCIDENT PD IP
B17-38523,Tuesday,DAY,FOLLOW UP
B17-38519,Tuesday,DAY,WELFARE CHK IP
B17-38526,Tuesday,DAY,DOMESTIC NP
B17-38520,Tuesday,DAY,DRUNK
B17-38521,Tuesday,DAY,HARASSMENT IP
B17-38518,Tuesday,DAY,THEFT IP
B17-38517,Tuesday,DAY,ACCIDENT PD IP
B17-38515,Tuesday,DAY,ACCIDENT PD IP
B17-38516,Tuesday,DAY,TRESPASS IP
B17-38514,Tuesday,DAY,TRAFFIC STOP
B17-38513,Tuesday,DAY,DISTURBANCE IP
B17-38530,Tuesday,DAY,VANDALISM NP
B17-38512,Tuesday,DAY,ALARM
B17-38525,Tuesday,DAY,FOLLOW UP
B17-38511,Tuesday,DAY,JUVENILE
B17-38510,Tuesday,DAY,JUVENILE
B17-38509,Tuesday,DAY,THEFT NP
B17-38508,Tuesday,DAY,DOMESTIC IP
B17-38507,Tuesday,DAY,ROV IP
B17-38506,Tuesday,DAY,WELFARE CHK IP
B17-38505,Tuesday,DAY,THEFT NP
B17-38504,Tuesday,DAY,ACCIDENT LSA IP
B17-38503,Tuesday,DAY,TRAFFIC STOP
B17-38501,Tuesday,DAY,TRAFFIC STOP
B17-38500,Tuesday,DAY,TRAFFIC STOP
B17-38499,Tuesday,DAY,SERVICE IP
B17-38497,Tuesday,DAY,FOLLOW UP
B17-38496,Tuesday,DAY,FIGHT IP
B17-38498,Tuesday,DAY,FOPEN BURNING
B17-38495,Tuesday,DAY,ATL
B17-38494,Tuesday,DAY,HARASSMENT NP
B17-38490,Tuesday,DAY,FOLLOW UP
B17-38491,Tuesday,DAY,DISTURBANCE IP
B17-38492,Tuesday,DAY,ABANDONED VEH
B17-38493,Tuesday,DAY,FRAUD
B17-38488,Tuesday,DAY,ASSAULT NP
B17-38486,Tuesday,DAY,THEFT IP
B17-38487,Tuesday,DAY,FRAUD
B17-38502,Tuesday,DAY,HARASSMENT NP
B17-38485,Tuesday,DAY,TRESPASS IP
B17-38482,Tuesday,DAY,SUSP ACT IP
B17-38489,Tuesday,DAY,PARKING
B17-38480,Tuesday,DAY,THEFT IP
B17-38481,Tuesday,DAY,TRESPASS NP
B17-38478,Tuesday,DAY,FOLLOW UP
B17-38476,Tuesday,DAY,JUVENILE
B17-38484,Tuesday,DAY,SERVICE IP
B17-38483,Tuesday,DAY,SERVICE IP
B17-38475,Tuesday,DAY,DOMESTIC IP
B17-38474,Tuesday,DAY,WELFARE CHK IP
B17-38479,Tuesday,DAY,THEFT NP
B17-38477,Tuesday,DAY,SUSP ACT NP
B17-38471,Tuesday,DAY,TRAFFIC STOP
B17-38472,Tuesday,DAY,DOMESTIC IP
B17-38473,Tuesday,DAY,ASSAULT IP
B17-38470,Tuesday,DAY,DISTURBANCE IP
B17-38469,Tuesday,DAY,ACCIDENT PD NP
B17-38466,Tuesday,DAY,HARASSMENT IP
B17-38467,Tuesday,DAY,HARASSMENT NP
B17-38465,Tuesday,DAY,TRAFFIC STOP
B17-38464,Tuesday,DAY,SERVICE IP
B17-38463,Tuesday,DAY,TRAFFIC STOP
B17-38462,Tuesday,MORNING,ALARM
B17-38460,Tuesday,MORNING,SUSP ACT IP
B17-38461,Tuesday,MORNING,THEFT NP
B17-38459,Tuesday,MORNING,DOMESTIC IP
B17-38458,Tuesday,MORNING,TRAFFIC STOP
B17-38457,Tuesday,MORNING,TRESPASS IP
B17-38468,Tuesday,MORNING,ABANDONED VEH
B17-38455,Tuesday,MORNING,TRAFFIC STOP
B17-38456,Tuesday,MORNING,THEFT NP
B17-38454,Tuesday,MORNING,SERVICE IP
B17-38453,Tuesday,MORNING,SERVICE IP
B17-38452,Tuesday,MORNING,THEFT NP
B17-38451,Tuesday,MORNING,FOLLOW UP
B17-38450,Tuesday,MORNING,SERIAL MOTOR CH
B17-38449,Tuesday,MORNING,DOMESTIC IP
B17-38447,Tuesday,MORNING,EXTRA PATROL
B17-38446,Tuesday,MORNING,FOLLOW UP
B17-38445,Tuesday,MORNING,ATL
B17-38444,Tuesday,MORNING,ACCIDENT PD IP
B17-38443,Tuesday,MORNING,ANIMAL
B17-38442,Tuesday,MORNING,FOLLOW UP
B17-38448,Tuesday,MORNING,ATL
B17-38440,Tuesday,MORNING,WELFARE CHK IP
B17-38441,Tuesday,MORNING,THEFT NP
B17-38439,Tuesday,MORNING,DISTURBANCE IP
B17-38437,Tuesday,MORNING,ACCIDENT PD IP
B17-38438,Tuesday,MORNING,THEFT NP
B17-38435,Tuesday,MORNING,TRAFFIC STOP
B17-38436,Tuesday,MORNING,ACCIDENT PI
B17-38434,Tuesday,MORNING,TRAFFIC STOP
B17-38433,Tuesday,MORNING,ACCIDENT PD IP
B17-38432,Tuesday,MORNING,ALARM
B17-38431,Tuesday,MORNING,TRESPASS IP
B17-38429,Tuesday,MORNING,TRAFFIC STOP
B17-38430,Tuesday,MORNING,BURGLARY IP
B17-38428,Tuesday,NIGHT,SUSP ACT IP
B17-38427,Tuesday,NIGHT,DISTURBANCE NP
B17-38426,Tuesday,NIGHT,TRAFFIC STOP
B17-38425,Tuesday,NIGHT,SUSP ACT IP
B17-38424,Tuesday,NIGHT,SUSP ACT IP
B17-38423,Tuesday,NIGHT,SUSP ACT IP
B17-38422,Tuesday,NIGHT,TRAFFIC STOP
B17-38421,Tuesday,NIGHT,SUSP ACT IP
B17-38420,Tuesday,NIGHT,TRAFFIC HAZARD
B17-38418,Tuesday,NIGHT,WELFARE CHK IP
B17-38419,Tuesday,NIGHT,VEH THEFT NP
B17-38417,Tuesday,NIGHT,TRAFFIC STOP
B17-38416,Tuesday,NIGHT,TRAFFIC STOP
B17-38415,Tuesday,NIGHT,TRAFFIC STOP
B17-38414,Tuesday,NIGHT,BURGLARY IP
B17-38413,Tuesday,NIGHT,DRUNK
B17-38410,Monday,NIGHT,DISTURBANCE IP
B17-38411,Monday,NIGHT,NOISE
B17-38412,Monday,NIGHT,NOISE
B17-38409,Monday,NIGHT,DRUNK
B17-38408,Monday,NIGHT,WELFARE CHK IP
B17-38406,Monday,NIGHT,WELFARE CHK IP
B17-38407,Monday,NIGHT,DISTURBANCE IP
B17-38405,Monday,NIGHT,SERVICE IP
B17-38404,Monday,NIGHT,TRAFFIC STOP
B17-38403,Monday,NIGHT,TRAFFIC STOP
B17-38402,Monday,NIGHT,SERVICE IP
B17-38401,Monday,NIGHT,TRAFFIC STOP
B17-38400,Monday,NIGHT,SUSP ACT IP
B17-38399,Monday,NIGHT,TRAFFIC STOP
B17-38398,Monday,NIGHT,TRAFFIC STOP
B17-38397,Monday,NIGHT,TRAFFIC STOP
B17-38396,Monday,NIGHT,TRAFFIC STOP
B17-38393,Monday,NIGHT,TRAFFIC STOP
B17-38395,Monday,NIGHT,FOLLOW UP
B17-38392,Monday,NIGHT,TRAFFIC STOP
B17-38394,Monday,NIGHT,DOMESTIC IP
B17-38391,Monday,NIGHT,ANIMAL
B17-38388,Monday,NIGHT,TRAFFIC STOP
B17-38389,Monday,NIGHT,DOMESTIC IP
B17-38390,Monday,NIGHT,HARASSMENT NP
B17-38387,Monday,NIGHT,WELFARE CHK IP
B17-38386,Monday,NIGHT,WELFARE CHK IP
B17-38385,Monday,NIGHT,DISTURBANCE IP
B17-38384,Monday,NIGHT,ALARM
B17-38383,Monday,NIGHT,DISTURBANCE IP
B17-38382,Monday,NIGHT,ALARM
B17-38381,Monday,NIGHT,JUVENILE
B17-38380,Monday,NIGHT,SERVICE IP
B17-38379,Monday,NIGHT,ALARM
B17-38378,Monday,DAY,ACCIDENT LSA NP
B17-38377,Monday,DAY,TRESPASS IP
B17-38376,Monday,DAY,HARASSMENT NP
B17-38373,Monday,DAY,SUSP ACT IP
B17-38375,Monday,DAY,ACCIDENT PD NP
B17-38372,Monday,DAY,WELFARE CHK IP
B17-38371,Monday,DAY,WEAPONS IP
B17-38369,Monday,DAY,DOMESTIC IP
B17-38368,Monday,DAY,FTRASH FIRE
B17-38367,Monday,DAY,ALARM
B17-38366,Monday,DAY,SUSP ACT IP
B17-38370,Monday,DAY,PARKING
B17-38364,Monday,DAY,ALARM
B17-38363,Monday,DAY,WELFARE CHK IP
B17-38365,Monday,DAY,COMM ENGAGEMENT
B17-38362,Monday,DAY,SERVICE IP
B17-38360,Monday,DAY,WELFARE CHK IP
B17-38359,Monday,DAY,SUSP ACT IP
B17-38374,Monday,DAY,TRESPASS NP
B17-38358,Monday,DAY,FRAUD
B17-38361,Monday,DAY,DRUGS IP
B17-38357,Monday,DAY,THEFT NP
B17-38356,Monday,DAY,COMM ENGAGEMENT
B17-38355,Monday,DAY,WEAPONS IP
B17-38354,Monday,DAY,WARRANT SERVICE
B17-38353,Monday,DAY,TRAFFIC STOP
B17-38351,Monday,DAY,TRAFFIC STOP
B17-38352,Monday,DAY,WELFARE CHK IP
B17-38347,Monday,DAY,DISTURBANCE IP
B17-38346,Monday,DAY,FOLLOW UP
B17-38345,Monday,DAY,SUSP ACT IP
B17-38344,Monday,DAY,ABANDONED VEH
B17-38343,Monday,DAY,SERVICE IP
B17-38341,Monday,DAY,SERVICE IP
B17-38340,Monday,DAY,WELFARE CHK IP
B17-38342,Monday,DAY,ACCIDENT PD IP
B17-38349,Monday,DAY,FRAUD
B17-38350,Monday,DAY,VANDALISM NP
B17-38339,Monday,DAY,CIVIL NP
B17-38338,Monday,DAY,VEH THEFT NP
B17-38348,Monday,DAY,ACCIDENT PD NP
B17-38337,Monday,DAY,TRAFFIC STOP
B17-38335,Monday,DAY,EXTRA PATROL
B17-38334,Monday,DAY,DRUGS IP
B17-38332,Monday,DAY,DOMESTIC IP
B17-38331,Monday,DAY,ROV NP
B17-38328,Monday,DAY,ALARM
B17-38329,Monday,DAY,DRUGS IP
B17-38327,Monday,DAY,FIGHT IP
B17-38336,Monday,DAY,THEFT NP
B17-38323,Monday,DAY,TRAFFIC STOP
B17-38330,Monday,DAY,ACCIDENT PD NP
B17-38324,Monday,DAY,WELFARE CHK IP
B17-38333,Monday,DAY,SUSP ACT NP
B17-38326,Monday,DAY,VEH THEFT NP
B17-38322,Monday,DAY,TRAFFIC HAZARD
B17-38325,Monday,DAY,THEFT NP
B17-38321,Monday,DAY,TRAFFIC STOP
B17-38320,Monday,DAY,THEFT NP
B17-38319,Monday,DAY,FOLLOW UP
B17-38318,Monday,DAY,TRESPASS NP
B17-38317,Monday,DAY,TRESPASS IP
B17-38316,Monday,DAY,TRAFFIC HAZARD
B17-38314,Monday,DAY,TRAFFIC STOP
B17-38315,Monday,DAY,ACCIDENT PI
B17-38313,Monday,MORNING,TRAFFIC STOP
B17-38311,Monday,MORNING,TRAFFIC STOP
B17-38312,Monday,MORNING,THEFT NP
B17-38310,Monday,MORNING,FOLLOW UP
B17-38309,Monday,MORNING,WELFARE CHK IP
B17-38307,Monday,MORNING,DISTURBANCE IP
B17-38306,Monday,MORNING,SUSP ACT IP
B17-38305,Monday,MORNING,WELFARE CHK IP
B17-38308,Monday,MORNING,HARASSMENT NP
B17-38304,Monday,MORNING,FRAUD
B17-38303,Monday,MORNING,EXTRA PATROL
B17-38302,Monday,MORNING,EXTRA PATROL
B17-38300,Monday,MORNING,FOLLOW UP
B17-38301,Monday,MORNING,DRUGS NP
B17-38299,Monday,MORNING,ASSAULT NP
B17-38298,Monday,MORNING,TRAFFIC STOP
B17-38297,Monday,MORNING,ABANDONED VEH
B17-38293,Monday,MORNING,WELFARE CHK IP
B17-38296,Monday,MORNING,INFORMATION
B17-38295,Monday,MORNING,TRESPASS IP
B17-38294,Monday,MORNING,THEFT NP
B17-38292,Monday,MORNING,THEFT NP
B17-38291,Monday,MORNING,COMM ENGAGEMENT
B17-38289,Monday,MORNING,FOLLOW UP
B17-38290,Monday,MORNING,THEFT NP
