Case Number,Date Reported,Time Reported,Month Reported,Day of Week Reported,Nature of Call for Service,District,Agency,Report/No Report
B16-00609,1/5/16,11:45 PM,January,Tuesday,TRAFFIC STOP,LB513,BPD,No report
B16-00608,1/5/16,11:44 PM,January,Tuesday,TRAFFIC STOP,LB406,BPD,No report
B16-00607,1/5/16,11:37 PM,January,Tuesday,TRAFFIC STOP,LB421,BPD,No report
B16-00606,1/5/16,11:35 PM,January,Tuesday,TRAFFIC STOP,LMS27,BPD,No report
B16-00605,1/5/16,11:29 PM,January,Tuesday,TRAFFIC STOP,LB406,BPD,No report
B16-00604,1/5/16,11:25 PM,January,Tuesday,TRAFFIC STOP,LB522,BPD,No report
B16-00603,1/5/16,11:13 PM,January,Tuesday,TRAFFIC STOP,LB523,BPD,No report
B16-00602,1/5/16,11:03 PM,January,Tuesday,PARKING,LB307,BPD,No report
B16-00600,1/5/16,10:59 PM,January,Tuesday,TRAFFIC STOP,LB523,BPD,No report
B16-00599,1/5/16,10:39 PM,January,Tuesday,TRAFFIC STOP,LB104,BPD,No report
B16-00601,1/5/16,10:35 PM,January,Tuesday,NOISE,LB425,BPD,No report
B16-00598,1/5/16,10:21 PM,January,Tuesday,DISTURBANCE IP,LB222,BPD,No report
B16-00597,1/5/16,10:20 PM,January,Tuesday,ALARM,LB510,BPD,No report
B16-00596,1/5/16,10:11 PM,January,Tuesday,WEAPONS IP,LB221,BPD,No report
B16-00595,1/5/16,10:02 PM,January,Tuesday,ALARM,LB524,BPD,No report
B16-00594,1/5/16,9:31 PM,January,Tuesday,SUSP ACT IP,LB212,BPD,No report
B16-00593,1/5/16,8:52 PM,January,Tuesday,NOISE,LB314,BPD,No report
B16-00592,1/5/16,8:17 PM,January,Tuesday,ALARM,LB403,BPD,No report
B16-00591,1/5/16,8:15 PM,January,Tuesday,FOLLOW UP,LB104,BPD,No report
B16-00590,1/5/16,8:11 PM,January,Tuesday,FOLLOW UP,LB104,BPD,No report
B16-00589,1/5/16,7:45 PM,January,Tuesday,WELFARE CHK IP,LB410,BPD,Report
B16-00588,1/5/16,7:41 PM,January,Tuesday,ACCIDENT PD IP,LB104,BPD,No report
B16-00587,1/5/16,7:38 PM,January,Tuesday,TRESPASS IP,LB104,BPD,Report
B16-00586,1/5/16,7:32 PM,January,Tuesday,TRAFFIC STOP,LB519,BPD,No report
B16-00584,1/5/16,7:07 PM,January,Tuesday,BLDG CHECK,LB303,BPD,No report
B16-00583,1/5/16,6:50 PM,January,Tuesday,HARASSMENT IP,LB101,BPD,No report
B16-00582,1/5/16,6:42 PM,January,Tuesday,ATL,LB516,BPD,No report
B16-00581,1/5/16,6:32 PM,January,Tuesday,ALARM,LB320,BPD,No report
B16-00585,1/5/16,6:31 PM,January,Tuesday,EXTRA PATROL,LB404,BPD,No report
B16-00579,1/5/16,6:15 PM,January,Tuesday,SUSP ACT NP,LB413,BPD,No report
B16-00580,1/5/16,6:15 PM,January,Tuesday,ABANDONED VEH,LB408,BPD,No report
B16-00577,1/5/16,6:13 PM,January,Tuesday,WELFARE CHK IP,LB412,BPD,No report
B16-00575,1/5/16,6:00 PM,January,Tuesday,SUSP ACT IP,LB221,BPD,No report
B16-00576,1/5/16,5:59 PM,January,Tuesday,SUSP ACT IP,LB104,BPD,No report
B16-00578,1/5/16,5:50 PM,January,Tuesday,NOISE,LB336,BPD,No report
B16-00574,1/5/16,5:44 PM,January,Tuesday,HARASSMENT NP,LB104,BPD,Report
B16-00573,1/5/16,5:43 PM,January,Tuesday,ACCIDENT PD IP,LB221,BPD,No report
B16-00572,1/5/16,5:30 PM,January,Tuesday,TRAFFIC HAZARD,LB404,BPD,No report
B16-00571,1/5/16,5:25 PM,January,Tuesday,ACCIDENT PD IP,LB421,BPD,No report
B16-00569,1/5/16,5:04 PM,January,Tuesday,FOLLOW UP,LB104,BPD,No report
B16-00570,1/5/16,5:02 PM,January,Tuesday,WELFARE CHK IP,LB409,BPD,Report
B16-00568,1/5/16,5:00 PM,January,Tuesday,SUSP ACT IP,LB102,BPD,No report
B16-00567,1/5/16,4:50 PM,January,Tuesday,TRAFFIC STOP,LB101,BPD,No report
B16-00566,1/5/16,4:47 PM,January,Tuesday,WARRANT SERVICE,LB326,BPD,Report
B16-00565,1/5/16,4:44 PM,January,Tuesday,ACCIDENT PD IP,LB404,BPD,Report
B16-00564,1/5/16,4:42 PM,January,Tuesday,FOLLOW UP,LB104,BPD,No report
B16-00563,1/5/16,4:35 PM,January,Tuesday,SUSP ACT IP,LB221,BPD,No report
B16-00560,1/5/16,4:27 PM,January,Tuesday,EXTRA PATROL,LB102,BPD,No report
B16-00561,1/5/16,4:25 PM,January,Tuesday,EXTRA PATROL,LB413,BPD,No report
B16-00559,1/5/16,4:22 PM,January,Tuesday,ATL,LB406,BPD,No report
B16-00558,1/5/16,4:21 PM,January,Tuesday,ATL,LIU05,BPD,No report
B16-00557,1/5/16,4:18 PM,January,Tuesday,SUSP ACT IP,LB103,BPD,No report
B16-00556,1/5/16,4:12 PM,January,Tuesday,SUSP ACT IP,LB305,BPD,No report
B16-00555,1/5/16,4:10 PM,January,Tuesday,ATL,LB334,BPD,No report
B16-00562,1/5/16,4:07 PM,January,Tuesday,DISTURBANCE NP,LB514,BPD,No report
B16-00553,1/5/16,4:03 PM,January,Tuesday,TRAFFIC STOP,LB306,BPD,No report
B16-00554,1/5/16,4:02 PM,January,Tuesday,THEFT NP,LB517,BPD,Report
B16-00552,1/5/16,3:47 PM,January,Tuesday,SERIAL MOTOR CH,LB104,BPD,No report
B16-00551,1/5/16,3:38 PM,January,Tuesday,FOLLOW UP,LB513,BPD,No report
B16-00550,1/5/16,3:27 PM,January,Tuesday,WELFARE CHK IP,LB212,BPD,No report
B16-00549,1/5/16,3:24 PM,January,Tuesday,MENTAL HEALTH,LB409,BPD,Report
B16-00548,1/5/16,3:12 PM,January,Tuesday,WELFARE CHK IP,LB413,BPD,No report
B16-00545,1/5/16,3:04 PM,January,Tuesday,TRAFFIC STOP,LB401,BPD,No report
B16-00546,1/5/16,3:02 PM,January,Tuesday,THEFT NP,LB524,BPD,Report
B16-00544,1/5/16,2:55 PM,January,Tuesday,ACCIDENT PD IP,LB319,BPD,No report
B16-00547,1/5/16,2:53 PM,January,Tuesday,VANDALISM NP,LB209,BPD,Report
B16-00543,1/5/16,2:50 PM,January,Tuesday,WELFARE CHK IP,LB517,BPD,No report
B16-00542,1/5/16,2:48 PM,January,Tuesday,TRAFFIC STOP,LB301,BPD,No report
B16-00541,1/5/16,2:45 PM,January,Tuesday,ACCIDENT PD IP,LB402,BPD,No report
B16-00540,1/5/16,2:28 PM,January,Tuesday,SUSP ACT NP,LB302,BPD,No report
B16-00539,1/5/16,2:27 PM,January,Tuesday,ATL,LB332,BPD,No report
B16-00538,1/5/16,2:27 PM,January,Tuesday,SUSP ACT IP,LB314,BPD,No report
B16-00537,1/5/16,2:21 PM,January,Tuesday,FOLLOW UP,LB104,BPD,No report
B16-00536,1/5/16,2:05 PM,January,Tuesday,WELFARE CHK IP,,BPD,No report
B16-00535,1/5/16,2:01 PM,January,Tuesday,SUSP ACT IP,LB102,BPD,No report
B16-00534,1/5/16,1:24 PM,January,Tuesday,SERIAL MOTOR CH,LB326,BPD,No report
B16-00533,1/5/16,1:21 PM,January,Tuesday,HARASSMENT NP,LB326,BPD,No report
B16-00532,1/5/16,1:13 PM,January,Tuesday,THEFT IP,LB410,BPD,No report
B16-00531,1/5/16,1:13 PM,January,Tuesday,FOLLOW UP,LB524,BPD,No report
B16-00530,1/5/16,1:11 PM,January,Tuesday,FOLLOW UP,LMS22,BPD,No report
B16-00529,1/5/16,1:00 PM,January,Tuesday,WARRANT SERVICE,LB517,BPD,Report
B16-00528,1/5/16,12:55 PM,January,Tuesday,TRAFFIC STOP,LB103,BPD,No report
B16-00527,1/5/16,12:48 PM,January,Tuesday,EXTRA PATROL,LB104,BPD,No report
B16-00525,1/5/16,12:37 PM,January,Tuesday,TRAFFIC STOP,LB412,BPD,No report
B16-00524,1/5/16,12:34 PM,January,Tuesday,TRESPASS NP,LB421,BPD,No report
B16-00526,1/5/16,12:33 PM,January,Tuesday,ABANDONED VEH,LB425,BPD,No report
B16-00522,1/5/16,12:30 PM,January,Tuesday,EXTRA PATROL,LB104,BPD,No report
B16-00521,1/5/16,12:30 PM,January,Tuesday,EXTRA PATROL,LB102,BPD,No report
B16-00523,1/5/16,12:28 PM,January,Tuesday,THEFT NP,LB517,BPD,No report
B16-00520,1/5/16,12:28 PM,January,Tuesday,EXTRA PATROL,LB411,BPD,No report
B16-00519,1/5/16,12:18 PM,January,Tuesday,DISTURBANCE IP,LB410,BPD,No report
B16-00517,1/5/16,12:03 PM,January,Tuesday,TRAFFIC STOP,LB326,BPD,No report
B16-00518,1/5/16,12:02 PM,January,Tuesday,THEFT NP,LB103,BPD,Report
B16-00516,1/5/16,11:57 AM,January,Tuesday,SERIAL MOTOR CH,LB336,BPD,No report
B16-00515,1/5/16,11:18 AM,January,Tuesday,ACCIDENT LSA NP,LB519,BPD,Report
B16-00514,1/5/16,11:13 AM,January,Tuesday,THEFT NP,LB524,BPD,Report
B16-00513,1/5/16,11:00 AM,January,Tuesday,SERVICE NP,LB104,BPD,Report
B16-00512,1/5/16,10:54 AM,January,Tuesday,ACCIDENT PD IP,LB104,BPD,Report
B16-00511,1/5/16,10:43 AM,January,Tuesday,VANDALISM NP,LB518,BPD,Report
B16-00510,1/5/16,10:15 AM,January,Tuesday,WELFARE CHK IP,LB521,BPD,No report
B16-00508,1/5/16,10:09 AM,January,Tuesday,CHILD MOLEST NP,LB104,BPD,Report
B16-00507,1/5/16,10:08 AM,January,Tuesday,CHILD MOLEST NP,LB523,BPD,Report
B16-00506,1/5/16,9:52 AM,January,Tuesday,ACCIDENT PD IP,LB318,BPD,Report
B16-00509,1/5/16,9:41 AM,January,Tuesday,DISTURBANCE NP,LMN01,BPD,No report
B16-00505,1/5/16,9:25 AM,January,Tuesday,TRAFFIC STOP,LB422,BPD,No report
B16-00504,1/5/16,8:43 AM,January,Tuesday,FOLLOW UP,LB212,BPD,No report
B16-00503,1/5/16,8:38 AM,January,Tuesday,TRAFFIC STOP,LB308,BPD,No report
B16-00501,1/5/16,8:16 AM,January,Tuesday,TRAFFIC STOP,LB304,BPD,No report
B16-00502,1/5/16,8:11 AM,January,Tuesday,HARASSMENT NP,LB336,BPD,No report
B16-00500,1/5/16,8:10 AM,January,Tuesday,EXTRA PATROL,LB521,BPD,No report
B16-00499,1/5/16,8:06 AM,January,Tuesday,TRAFFIC STOP,LB304,BPD,No report
B16-00498,1/5/16,8:01 AM,January,Tuesday,WEAPONS IP,LB321,BPD,No report
B16-00497,1/5/16,6:46 AM,January,Tuesday,TRAFFIC HAZARD,LB521,BPD,No report
B16-00496,1/5/16,6:35 AM,January,Tuesday,MENTAL HEALTH,LB408,BPD,No report
B16-00495,1/5/16,6:20 AM,January,Tuesday,THEFT NP,LB510,BPD,Report
B16-00494,1/5/16,6:05 AM,January,Tuesday,TRAFFIC STOP,LMS27,BPD,No report
B16-00492,1/5/16,6:00 AM,January,Tuesday,TRAFFIC STOP,LB417,BPD,No report
B16-00491,1/5/16,5:38 AM,January,Tuesday,ASSIGNED DETAIL,LB503,BPD,No report
B16-00493,1/5/16,5:30 AM,January,Tuesday,WELFARE CHK IP,LB212,BPD,Report
B16-00490,1/5/16,5:14 AM,January,Tuesday,SUSP ACT IP,LB410,BPD,No report
B16-00489,1/5/16,2:50 AM,January,Tuesday,BLDG CHECK,LB513,BPD,No report
B16-00488,1/5/16,2:26 AM,January,Tuesday,ASSAULT IP,LB102,BPD,No report
B16-00486,1/5/16,1:44 AM,January,Tuesday,TRAFFIC STOP,LB104,BPD,No report
B16-00487,1/5/16,1:43 AM,January,Tuesday,ATL,LB216,BPD,No report
B16-00485,1/5/16,1:36 AM,January,Tuesday,HARASSMENT NP,LB404,BPD,No report
B16-00484,1/5/16,12:51 AM,January,Tuesday,WEAPONS IP,LB326,BPD,No report
B16-00483,1/4/16,11:47 PM,January,Monday,TRAFFIC STOP,LIU14,BPD,No report
B16-00482,1/4/16,11:34 PM,January,Monday,TRAFFIC STOP,LB221,BPD,No report
B16-00480,1/4/16,11:26 PM,January,Monday,TRAFFIC STOP,LB316,BPD,No report
B16-00478,1/4/16,11:23 PM,January,Monday,SUSP ACT IP,LB513,BPD,No report
B16-00481,1/4/16,11:23 PM,January,Monday,SUSP ACT IP,LB103,BPD,No report
B16-00479,1/4/16,11:22 PM,January,Monday,DOMESTIC IP,LB514,BPD,No report
B16-00477,1/4/16,11:21 PM,January,Monday,TRAFFIC STOP,LIU05,BPD,No report
B16-00476,1/4/16,11:13 PM,January,Monday,TRAFFIC STOP,LB314,BPD,No report
B16-00475,1/4/16,10:59 PM,January,Monday,WEAPONS IP,LB519,BPD,No report
B16-00474,1/4/16,10:41 PM,January,Monday,TRAFFIC STOP,LB315,BPD,No report
B16-00473,1/4/16,10:39 PM,January,Monday,TRAFFIC STOP,LB305,BPD,No report
B16-00472,1/4/16,10:35 PM,January,Monday,DRUNK,LB102,BPD,No report
B16-00471,1/4/16,10:24 PM,January,Monday,TRAFFIC STOP,LB305,BPD,No report
B16-00469,1/4/16,9:34 PM,January,Monday,DISTURBANCE IP,LB102,BPD,No report
B16-00470,1/4/16,9:29 PM,January,Monday,BURGLARY NP,LB413,BPD,No report
B16-00467,1/4/16,9:17 PM,January,Monday,TRAFFIC STOP,LB519,BPD,No report
B16-00468,1/4/16,9:16 PM,January,Monday,DOMESTIC IP,LB104,BPD,No report
B16-00466,1/4/16,9:10 PM,January,Monday,SUSP ACT IP,LB104,BPD,No report
B16-00465,1/4/16,9:09 PM,January,Monday,TRAFFIC STOP,LB408,BPD,No report
B16-00464,1/4/16,8:46 PM,January,Monday,SUSP ACT NP,LB424,BPD,Report
B16-00462,1/4/16,8:23 PM,January,Monday,TRAFFIC STOP,LB518,BPD,No report
B16-00461,1/4/16,8:16 PM,January,Monday,TRAFFIC STOP,LB310,BPD,Report
B16-00460,1/4/16,8:07 PM,January,Monday,DRUGS NP,LB409,BPD,Report
B16-00463,1/4/16,7:42 PM,January,Monday,EXTRA PATROL,LB424,BPD,No report
B16-00459,1/4/16,7:40 PM,January,Monday,DISTURBANCE IP,LB310,BPD,No report
B16-00458,1/4/16,7:38 PM,January,Monday,TRAFFIC STOP,LB421,BPD,No report
B16-00454,1/4/16,6:33 PM,January,Monday,WELFARE CHK IP,LB213,BPD,No report
B16-00455,1/4/16,6:28 PM,January,Monday,DISTURBANCE IP,LB514,BPD,No report
B16-00457,1/4/16,6:27 PM,January,Monday,PARKING,LB518,BPD,Report
B16-00456,1/4/16,6:22 PM,January,Monday,ACCIDENT PD IP,LB315,BPD,No report
B16-00450,1/4/16,6:13 PM,January,Monday,SERVICE IP,LB315,BPD,Report
B16-00453,1/4/16,6:12 PM,January,Monday,THEFT IP,LB102,BPD,Report
B16-00451,1/4/16,6:12 PM,January,Monday,ACCIDENT PD IP,LB416,BPD,No report
B16-00449,1/4/16,6:09 PM,January,Monday,ALARM,LB331,BPD,No report
B16-00452,1/4/16,6:05 PM,January,Monday,DRUGS NP,LB316,BPD,No report
B16-00448,1/4/16,5:54 PM,January,Monday,HARASSMENT NP,LB521,BPD,No report
B16-00447,1/4/16,5:51 PM,January,Monday,DISTURBANCE IP,LB517,BPD,No report
B16-00446,1/4/16,5:36 PM,January,Monday,DOMESTIC IP,LB406,BPD,Report
B16-00445,1/4/16,5:27 PM,January,Monday,EXTRA PATROL,LB410,BPD,No report
B16-00443,1/4/16,5:12 PM,January,Monday,SUSP ACT IP,LB325,BPD,No report
B16-00444,1/4/16,5:11 PM,January,Monday,CIVIL NP,LB514,BPD,No report
B16-00442,1/4/16,5:04 PM,January,Monday,ACCIDENT PD IP,LB417,BPD,Report
B16-00440,1/4/16,5:04 PM,January,Monday,TRAFFIC STOP,LB210,BPD,No report
B16-00441,1/4/16,4:59 PM,January,Monday,WELFARE CHK IP,LB403,BPD,No report
B16-00439,1/4/16,4:55 PM,January,Monday,TRAFFIC STOP,LB511,BPD,No report
B16-00438,1/4/16,4:53 PM,January,Monday,TRAFFIC STOP,LB405,BPD,No report
B16-00437,1/4/16,4:47 PM,January,Monday,FOLLOW UP,LB104,BPD,No report
B16-00436,1/4/16,4:36 PM,January,Monday,TRAFFIC STOP,LB517,BPD,No report
B16-00435,1/4/16,4:14 PM,January,Monday,TRAFFIC STOP,LB517,BPD,No report
B16-00434,1/4/16,4:07 PM,January,Monday,ATL,LB406,BPD,No report
B16-00432,1/4/16,4:06 PM,January,Monday,TRAFFIC STOP,LB519,BPD,No report
B16-00433,1/4/16,4:03 PM,January,Monday,SERVICE NP,LB301,BPD,No report
B16-00431,1/4/16,3:58 PM,January,Monday,TRAFFIC STOP,LB102,BPD,No report
B16-00430,1/4/16,3:56 PM,January,Monday,TRAFFIC STOP,LB512,BPD,No report
B16-00429,1/4/16,3:51 PM,January,Monday,TRAFFIC STOP,LB524,BPD,No report
B16-00427,1/4/16,3:44 PM,January,Monday,EXTRA PATROL,LB403,BPD,No report
B16-00428,1/4/16,3:41 PM,January,Monday,ALARM,LB102,BPD,No report
B16-00426,1/4/16,3:38 PM,January,Monday,DISTURBANCE IP,LB523,BPD,No report
B16-00425,1/4/16,3:28 PM,January,Monday,THEFT NP,LB403,BPD,Report
B16-00422,1/4/16,3:20 PM,January,Monday,TRAFFIC STOP,LIU14,BPD,No report
B16-00423,1/4/16,3:18 PM,January,Monday,PROPERTY,LB316,BPD,No report
B16-00424,1/4/16,3:02 PM,January,Monday,ATL,LB405,BPD,No report
B16-00421,1/4/16,3:02 PM,January,Monday,WELFARE CHK IP,LB420,BPD,No report
B16-00420,1/4/16,2:50 PM,January,Monday,WARRANT SERVICE,LB104,BPD,No report
B16-00419,1/4/16,2:31 PM,January,Monday,DOMESTIC IP,LB403,BPD,No report
B16-00417,1/4/16,2:21 PM,January,Monday,SUSP ACT IP,LB102,BPD,No report
B16-00416,1/4/16,2:20 PM,January,Monday,EXTRA PATROL,LB102,BPD,No report
B16-00418,1/4/16,2:10 PM,January,Monday,ACCIDENT LSA NP,LB318,BPD,Report
B16-00414,1/4/16,2:06 PM,January,Monday,ACCIDENT LSA NP,LB409,BPD,Report
B16-00412,1/4/16,1:59 PM,January,Monday,TRAFFIC STOP,LB408,BPD,No report
B16-00415,1/4/16,1:54 PM,January,Monday,NOISE,LB315,BPD,No report
B16-00411,1/4/16,1:50 PM,January,Monday,ACCIDENT PD IP,LB309,BPD,No report
B16-00410,1/4/16,1:49 PM,January,Monday,WELFARE CHK IP,LB410,BPD,No report
B16-00407,1/4/16,1:34 PM,January,Monday,SERVICE IP,LB521,BPD,No report
B16-00413,1/4/16,1:33 PM,January,Monday,SEX OFFENSE NP,LB104,BPD,Report
B16-00409,1/4/16,1:30 PM,January,Monday,ACCIDENT LSA NP,LB517,BPD,Report
B16-00408,1/4/16,1:26 PM,January,Monday,WELFARE CHK IP,LB315,BPD,No report
B16-00406,1/4/16,1:22 PM,January,Monday,TRESPASS IP,LB410,BPD,No report
B16-00405,1/4/16,1:11 PM,January,Monday,SERVICE IP,LB336,BPD,No report
B16-00404,1/4/16,12:47 PM,January,Monday,WELFARE CHK IP,LB412,BPD,No report
B16-00403,1/4/16,12:39 PM,January,Monday,FOLLOW UP,LB104,BPD,No report
B16-00402,1/4/16,12:25 PM,January,Monday,DISTURBANCE IP,LB410,BPD,No report
B16-00400,1/4/16,12:11 PM,January,Monday,FOLLOW UP,LB212,BPD,No report
B16-00399,1/4/16,11:51 AM,January,Monday,ALARM,LB433,BPD,No report
B16-00398,1/4/16,11:19 AM,January,Monday,VEH THEFT NP,LB417,BPD,No report
B16-00397,1/4/16,11:12 AM,January,Monday,ACCIDENT PD NP,LB326,BPD,No report
B16-00396,1/4/16,11:05 AM,January,Monday,TRAFFIC HAZARD,LB423,BPD,No report
B16-00395,1/4/16,10:59 AM,January,Monday,WELFARE CHK IP,LB209,BPD,No report
B16-00394,1/4/16,10:44 AM,January,Monday,WELFARE CHK IP,LB213,BPD,No report
B16-00393,1/4/16,10:37 AM,January,Monday,VEH THEFT NP,LB303,BPD,Report
B16-00401,1/4/16,10:28 AM,January,Monday,SUSP ACT NP,LB518,BPD,No report
B16-00392,1/4/16,10:27 AM,January,Monday,FRAUD,LMNC,BPD,Report
B16-00390,1/4/16,10:16 AM,January,Monday,THEFT NP,LB410,BPD,No report
B16-00391,1/4/16,10:10 AM,January,Monday,WELFARE CHK IP,LB102,BPD,No report
B16-00389,1/4/16,10:10 AM,January,Monday,WELFARE CHK IP,LB405,BPD,No report
B16-00388,1/4/16,9:53 AM,January,Monday,BURGLARY NP,LB303,BPD,Report
B16-00387,1/4/16,9:49 AM,January,Monday,PROPERTY,LB221,BPD,No report
B16-00386,1/4/16,9:47 AM,January,Monday,PROPERTY,LB104,BPD,No report
B16-00385,1/4/16,9:44 AM,January,Monday,VANDALISM NP,LB220,BPD,Report
B16-00384,1/4/16,9:43 AM,January,Monday,THEFT NP,LB335,BPD,Report
B16-00383,1/4/16,9:20 AM,January,Monday,HARASSMENT NP,LB220,BPD,Report
B16-00382,1/4/16,9:17 AM,January,Monday,TRAFFIC STOP,LB220,BPD,No report
B16-00381,1/4/16,9:05 AM,January,Monday,JUVENILE,LB315,BPD,No report
B16-00380,1/4/16,8:55 AM,January,Monday,TRAFFIC STOP,LB220,BPD,No report
B16-00378,1/4/16,8:25 AM,January,Monday,TRAFFIC STOP,LB308,BPD,No report
B16-00377,1/4/16,8:24 AM,January,Monday,SUSP ACT IP,LB403,BPD,No report
B16-00379,1/4/16,8:22 AM,January,Monday,SUSP ACT IP,LB103,BPD,Report
B16-00376,1/4/16,8:17 AM,January,Monday,EXTRA PATROL,LB434,BPD,No report
B16-00375,1/4/16,7:57 AM,January,Monday,ALARM,LB310,BPD,No report
B16-00374,1/4/16,7:52 AM,January,Monday,ALARM,LB433,BPD,No report
B16-00373,1/4/16,7:48 AM,January,Monday,ACCIDENT PD IP,LB101,BPD,Report
B16-00372,1/4/16,7:42 AM,January,Monday,MOTORIST ASSIST,LB325,BPD,No report
B16-00371,1/4/16,7:32 AM,January,Monday,JUVENILE,LB315,BPD,No report
B16-00370,1/4/16,7:21 AM,January,Monday,ACCIDENT PI,LB326,BPD,Report
B16-00369,1/4/16,6:54 AM,January,Monday,SUSP ACT IP,LB408,BPD,No report
B16-00368,1/4/16,5:30 AM,January,Monday,ASSIGNED DETAIL,LB503,BPD,No report
B16-00367,1/4/16,3:13 AM,January,Monday,NOISE,LB513,BPD,No report
B16-00366,1/4/16,2:22 AM,January,Monday,ATL,LB301,BPD,No report
B16-00365,1/4/16,2:08 AM,January,Monday,ASSIGNED DETAIL,LB410,BPD,No report
B16-00362,1/4/16,1:45 AM,January,Monday,EXTRA PATROL,LB513,BPD,No report
B16-00364,1/4/16,1:44 AM,January,Monday,SUSP ACT IP,LB518,BPD,No report
B16-00361,1/4/16,1:44 AM,January,Monday,EXTRA PATROL,LB513,BPD,No report
B16-00363,1/4/16,1:41 AM,January,Monday,DISTURBANCE IP,LB520,BPD,No report
B16-00360,1/4/16,1:27 AM,January,Monday,SERVICE IP,LB316,BPD,No report
B16-00359,1/4/16,1:19 AM,January,Monday,TRAFFIC HAZARD,LB521,BPD,No report
B16-00357,1/4/16,12:42 AM,January,Monday,WELFARE CHK IP,LB301,BPD,No report
B16-00355,1/4/16,12:33 AM,January,Monday,TRAFFIC STOP,LB403,BPD,No report
B16-00358,1/4/16,12:33 AM,January,Monday,EXTRA PATROL,LB513,BPD,No report
B16-00356,1/4/16,12:33 AM,January,Monday,DRUNK,LB517,BPD,No report
B16-00354,1/4/16,12:32 AM,January,Monday,WELFARE CHK IP,LB336,BPD,No report
B16-00353,1/4/16,12:13 AM,January,Monday,DOMESTIC IP,LB336,BPD,No report
B16-00352,1/3/16,11:26 PM,January,Sunday,SUSP ACT IP,LB519,BPD,No report
B16-00350,1/3/16,11:21 PM,January,Sunday,TRAFFIC STOP,LIU14,BPD,No report
B16-00351,1/3/16,11:17 PM,January,Sunday,DRUGS IP,LB423,BPD,No report
B16-00349,1/3/16,11:15 PM,January,Sunday,TRAFFIC STOP,LB102,BPD,No report
B16-00348,1/3/16,10:58 PM,January,Sunday,DOMESTIC IP,LB513,BPD,No report
B16-00347,1/3/16,10:43 PM,January,Sunday,FIGHT IP,LB220,BPD,No report
B16-00346,1/3/16,10:21 PM,January,Sunday,TRAFFIC HAZARD,LB521,BPD,No report
